Problem size,Direct sum,Vector sum,Indirect sum
8388608,0,0.8556842803955078,6.461739540100098
16777216,0,0.8592009544372559,4.762828350067139
33554432,0,0.8563399314880371,6.407618522644043
67108864,0,0.8557140827178955,7.599130272865295
134217728,0,0.8560046553611755,8.218154311180115
268435456,0,0.8591078221797943,10.171175003051758
