Problem size,Direct sum,Vector sum,Indirect sum
8388608,1.1193765679210035,1.168655335748119,0.15537624330882216
16777216,1.123424132851212,1.1638720776968436,0.07010135044792085
33554432,1.1486916572524049,1.1677605623999443,0.17701126286525182
67108864,1.1596285531613417,1.1686146344861215,0.1299645094633039
134217728,1.166826581354105,1.1682179457050597,0.07641172394986186
268435456,1.167689446073271,1.1639982481625222,0.10027049885454967
