Problem size,Direct sum,Vector sum,Indirect sum
8388608,0.2797041779200427,0.27954572114102905,0.1078268827846832
16777216,0.2905749419792858,0.29223508099634204,0.05752753756369197
33554432,0.2923241887006142,0.29223508099634204,0.11829019043791554
67108864,0.29276543468397725,0.29210533555031293,0.09558863856171632
134217728,0.29254592059146634,0.29230445302512575,0.06455997175513549
268435456,0.29271690903856723,0.291352358459336,0.08292477455101734
