Problem size,Direct sum,Vector sum,Indirect sum
8388608,0,2.282529952633045,0.30225993912000737
16777216,0,2.2731876517516474,0.41007671418023445
33554432,0,2.2807823484373912,0.30481293371286117
67108864,0,2.2824504579807057,0.2570195443252433
134217728,0,2.2816756752051948,0.23765981095571984
268435456,0,2.273434078442426,0.19202550338716864
