Problem size,Direct sum,Vector sum,Indirect sum
8388608,1.1193765679210035,1.168655335748119,0.15475708882944378
16777216,1.123424132851212,1.1638720776968436,0.20995927766028005
33554432,1.1486916572524049,1.1677605623999443,0.15606422206098491
67108864,1.1596285531613417,1.1686146344861215,0.13159400669452456
134217728,1.166826581354105,1.1682179457050597,0.12168182320932856
268435456,1.167689446073271,1.1639982481625222,0.09831705773423034
